show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,semantic_tags
s7403,Movie,Mara,Clive Tonge,"Olga Kurylenko, Javier Botet, Mitch Eakins, Lance E. Nichols, Rosie Fellner, Mackenzie Imsand, Dandy Barrett, Craig Conway, Melissa Bolona",United Kingdom,"January 5, 2019",2017,TV-MA,99 min,"Horror Movies, Thrillers","When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other.",clive-tonge | tonge | olga-kurylenko | kurylenko | javier-botet | botet | mitch-eakins | eakins | lance-e.-nichols | nichols | rosie-fellner | fellner | mackenzie-imsand | imsand | horror-movies | thrillers | 2010s | modern | movie | crime
s7404,Movie,Marauders,Steven C. Miller,"Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier, Johnathon Schaech, Lydia Hull, Tyler Jon Olson, Christopher Rob Bowen, Richie Chance","Canada, United States","December 1, 2020",2016,R,107 min,Action & Adventure,A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists.,steven-c.-miller | miller | bruce-willis | willis | christopher-meloni | meloni | dave-bautista | bautista | adrian-grenier | grenier | johnathon-schaech | schaech | lydia-hull | hull | action-and-adventure | 2010s | modern | movie
s7407,TV Show,Maron,,"Marc Maron, Judd Hirsch, Josh Brener, Nora Zehetner, Andy Kindler",United States,,2016,TV-MA,4 Seasons,TV Comedies,"Marc Maron stars as Marc Maron, who interviews fellow comedians for his popular podcast, only to reveal more about his own neuroses and relationships.",marc-maron | maron | judd-hirsch | hirsch | josh-brener | brener | nora-zehetner | zehetner | andy-kindler | kindler | tv-comedies | 2010s | modern | tv-show
s7408,Movie,Maroon,Pulkit,"Manav Kaul, Devyani Cm, Saurabh Sachdeva, Sarika Singh, Suneel Sinha, Sumeet Vyas",India,"February 1, 2017",2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies","When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass.",pulkit | manav-kaul | kaul | devyani-cm | saurabh-sachdeva | sachdeva | sarika-singh | singh | suneel-sinha | sinha | sumeet-vyas | vyas | dramas | independent-movies | international-movies | 2010s | modern | movie
s7409,TV Show,Married at First Sight,,"Viviana Coles, Calvin Roberson, Pepper Schwartz",United States,"April 13, 2020",2019,TV-14,1 Season,"Reality TV, Romantic TV Shows","Set up by experts, four couples meet at the altar for the first time and test their compatibility after the wedding.",viviana-coles | coles | calvin-roberson | roberson | pepper-schwartz | schwartz | reality-tv | romantic-tv-shows | 2010s | modern | tv-show
s7410,TV Show,Mars,Everardo Gout,"Jihae, Alberto Ammann, ClÃ©mentine Poidatz, Anamaria Marinca, Sammi Rotibi, Nicholas Wittman, Cosima Shaw",United States," November 1, 2019",2018,TV-PG,2 Seasons,"Docuseries, Science & Nature TV, TV Dramas",Fact meets fiction in this docudrama chronicling the journey of a spacecraft crew as it embarks in 2033 on a mission to colonize the red planet.,everardo-gout | gout | jihae | alberto-ammann | ammann | clã©mentine-poidatz | poidatz | anamaria-marinca | marinca | sammi-rotibi | rotibi | nicholas-wittman | wittman | docuseries | science-and-nature-tv | tv-dramas | 2010s | modern | tv-show | drama
s7411,Movie,Martial Arts of Shaolin,Chia-Liang Liu,"Jet Li, Jianqiang Hu, Qiuyan Huang, Qingfu Pan, Yu Chenghui, Yu Hai, Jianwen Zhang","Hong Kong, China","August 16, 2018",1986,R,90 min,"Action & Adventure, International Movies","In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate.",chia-liang-liu | liu | jet-li | jianqiang-hu | qiuyan-huang | huang | qingfu-pan | pan | yu-chenghui | chenghui | yu-hai | hai | action-and-adventure | international-movies | 1980s | classic | movie | family
s7412,Movie,Martin Lawrence Live: Runteldat,David Raynr,Martin Lawrence,United States,"December 1, 2019",2002,R,104 min,Stand-Up Comedy,"This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side.",david-raynr | raynr | martin-lawrence | lawrence | stand-up-comedy | 2000s | classic | movie
s7413,Movie,Martin Luther: The Idea that Changed the World,David Batty,Hugh Bonneville,United States,"January 1, 2018",2017,TV-PG,55 min,"Documentaries, Faith & Spirituality","This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses.""",david-batty | batty | hugh-bonneville | bonneville | documentaries | faith-and-spirituality | 2010s | modern | movie | drama
s7414,Movie,Martyrs of Marriage,Deepika Narayan Bhardwaj,,India,"March 15, 2018",2016,TV-14,83 min,"Documentaries, International Movies",This documentary reveals the cracks in India's anti-dowry act and gives voice to both women and men who've been victimized by the law's abusers.,deepika-narayan-bhardwaj | bhardwaj | documentaries | international-movies | 2010s | modern | movie
s7415,Movie,Marvel & ESPN Films Present: 1 of 1: Genesis,Eric Drath,"Manny Pacquiao, Michael Smith, Tony Hawk, Esther Howard, Alex Morgan, Danica Patrick, Russell Wilson, Carmelo Anthony, Dwight Howard, Joe Quesada, Albert Pujols, Brandi Chastain, Cal Ripken Jr.",,"March 15, 2015",2014,TV-PG,77 min,"Documentaries, Sports Movies","This documentary explores the connections between elite athletes and Marvel superheroes such as Spider Man, Black Widow and Captain America.",eric-drath | drath | manny-pacquiao | pacquiao | michael-smith | smith | tony-hawk | hawk | esther-howard | howard | alex-morgan | morgan | danica-patrick | patrick | documentaries | sports-movies | 2010s | modern | movie
s7416,Movie,Marvel's Iron Man & Hulk: Heroes United,"Leo Riley, Eric Radomski","Adrian Pasdar, Fred Tatasciore, Dee Bradley Baker, Robin Atkin Downes, David Kaye",United States,"February 16, 2014",2013,PG,72 min,"Action & Adventure, Sci-Fi & Fantasy","When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor, the resulting force creates a foe that only the two Marvel heroes can combat.",leo-riley | riley | eric-radomski | radomski | adrian-pasdar | pasdar | fred-tatasciore | tatasciore | dee-bradley-baker | baker | robin-atkin-downes | downes | david-kaye | kaye | action-and-adventure | sci-fi-and-fantasy | 2010s | modern | movie
s7417,Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,"Ruby Barnhill, Kate Winslet, Jim Broadbent, Ewen Bremner, Lynda Baron, Louis Ashbourne Serkis, Morwenna Banks, Teresa Gallagher, Rasmus Hardiker",Japan,"July 17, 2018",2017,PG,103 min,"Anime Features, Children & Family Movies","Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan.",hiromasa-yonebayashi | yonebayashi | ruby-barnhill | barnhill | kate-winslet | winslet | jim-broadbent | broadbent | ewen-bremner | bremner | lynda-baron | baron | louis-ashbourne-serkis | serkis | anime-features | children-and-family-movies | 2010s | modern | movie
s7418,Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth, Dick Van Dyke","United States, United Kingdom","July 9, 2019",2018,PG,131 min,"Children & Family Movies, Music & Musicals","In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears.",rob-marshall | marshall | emily-blunt | blunt | lin-manuel-miranda | miranda | ben-whishaw | whishaw | emily-mortimer | mortimer | pixie-davies | davies | nathanael-saleh | saleh | children-and-family-movies | music-and-musicals | 2010s | modern | movie
s7419,TV Show,Mary Portas: Secret Shopper,,Mary Portas,United Kingdom,"July 26, 2019",2016,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.,mary-portas | portas | british-tv-shows | international-tv-shows | reality-tv | 2010s | modern | tv-show
s7420,Movie,Masoom,Shekhar Kapur,"Shabana Azmi, Naseeruddin Shah, Saeed Jaffrey, Jugal Hansraj, Urmila Matondkar, Aradhana Srivastav, Tanuja, Supriya Pathak",India,"December 31, 2019",1983,TV-14,138 min,"Dramas, Independent Movies, International Movies",A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.,shekhar-kapur | kapur | shabana-azmi | azmi | naseeruddin-shah | shah | saeed-jaffrey | jaffrey | jugal-hansraj | hansraj | urmila-matondkar | matondkar | aradhana-srivastav | srivastav | dramas | independent-movies | international-movies | 1980s | classic | movie
s7421,Movie,Master,Ui-seok Jo,"Byung-hun Lee, Dong-won Gang, Woo-bin Kim, Ji-won Uhm, Dal-su Oh, Kyung Jin, Gang Dong-won",South Korea,"February 1, 2018",2016,NR,143 min,"Action & Adventure, International Movies","Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger.",ui-seok-jo | byung-hun-lee | lee | dong-won-gang | gang | woo-bin-kim | kim | ji-won-uhm | uhm | dal-su-oh | kyung-jin | jin | action-and-adventure | international-movies | 2010s | modern | movie
s7422,Movie,Mater,Pablo D'Alo Abba,"Lautaro Perotti, Tamara Kiper, Inda Lavalle, Miriam Odorico, Araceli Dvoskin, Gonzalo Ruiz, Patricio Aranguren, Marina Bellati, Luciana Fuks, Martin Slipak",Argentina,"August 1, 2018",2017,TV-MA,80 min,"Dramas, Independent Movies, International Movies",A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.,pablo-d'alo-abba | abba | lautaro-perotti | perotti | tamara-kiper | kiper | inda-lavalle | lavalle | miriam-odorico | odorico | araceli-dvoskin | dvoskin | gonzalo-ruiz | ruiz | dramas | independent-movies | international-movies | 2010s | modern | movie
s7423,Movie,Matichya Chuli,"Sudesh Manjrekar, Atul Kale","Sudhir Joshi, Vandana Gupte, Ankush Chaudhari, Madhura Velankar, Sanjay Mone, Anand Abhyankar",India,"February 15, 2018",2006,TV-14,132 min,"Comedies, Dramas, International Movies","A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.",sudesh-manjrekar | manjrekar | atul-kale | kale | sudhir-joshi | joshi | vandana-gupte | gupte | ankush-chaudhari | chaudhari | madhura-velankar | velankar | sanjay-mone | mone | anand-abhyankar | abhyankar | comedies | dramas | international-movies | 2000s
s7424,Movie,Max Rose,Daniel Noah,"Jerry Lewis, Kerry BishÃ©, Illeana Douglas, Rance Howard, Kevin Pollak, Mort Sahl, Dean Stockwell, Lee Weaver, Claire Bloom",United States,"January 15, 2017",2013,TV-14,84 min,"Dramas, Independent Movies",An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.,daniel-noah | noah | jerry-lewis | lewis | kerry-bishã© | bishã© | illeana-douglas | douglas | rance-howard | howard | kevin-pollak | pollak | mort-sahl | sahl | dramas | independent-movies | 2010s | modern | movie
s7425,Movie,May We Chat,Philip Yung,"Irene Wan, Peter Mak, Rainky Wai, Heidi Lee, Kabby Hui, Paulyn Sun, Dominic Ho, Au Cheuk-Man",Hong Kong,"August 26, 2018",2014,TV-MA,99 min,"Dramas, International Movies","A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess.",philip-yung | yung | irene-wan | wan | peter-mak | mak | rainky-wai | wai | heidi-lee | lee | kabby-hui | hui | paulyn-sun | sun | dramas | international-movies | 2010s | modern | movie
s7426,Movie,May You Prosper,"Hassan Hegazy, Shady Ali","Ahmed Rizk, Bosy, Bayoumi Fouad, Mahmoud Ellithy, Hayatem, Hesham Ismail, Tamer Shaltout, Alaa Morsy",Egypt,"July 20, 2019",2017,TV-14,93 min,"Comedies, International Movies, Music & Musicals","A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son.",hassan-hegazy | hegazy | shady-ali | ali | ahmed-rizk | rizk | bosy | bayoumi-fouad | fouad | mahmoud-ellithy | ellithy | hayatem | hesham-ismail | ismail | comedies | international-movies | music-and-musicals | 2010s | modern | movie
s7427,Movie,Maya Angelou: And Still I Rise,"Bob Hercules, Rita Coburn Whack","Maya Angelou, Cicely Tyson, Common, John Singleton, Alfre Woodard, Oprah Winfrey, Quincy Jones",United States,"May 1, 2017",2016,TV-PG,114 min,Documentaries,Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.,bob-hercules | hercules | rita-coburn-whack | whack | maya-angelou | angelou | cicely-tyson | tyson | common | john-singleton | singleton | alfre-woodard | woodard | oprah-winfrey | winfrey | documentaries | 2010s | modern | movie
s7428,Movie,Maynard,Samuel D. Pollard,,United States,"September 2, 2018",2017,TV-PG,100 min,Documentaries,"Friends, family and political titans recall the impact of Atlanta's Maynard Jackson, the first African-American mayor of a major Southern city.",samuel-d.-pollard | pollard | documentaries | 2010s | modern | movie | family | friendship
s7429,Movie,Maza Pati Karodpati,Sachin,"Sachin, Supriya Pilgaonkar, Ashok Saraf, Kishori Shahane, Suhas Bhalekar, Manchindra Kamble, Jairam Kulkarni, Nilu Phule, Shubha Khote",India,"January 1, 2018",1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.,sachin | supriya-pilgaonkar | pilgaonkar | ashok-saraf | saraf | kishori-shahane | shahane | suhas-bhalekar | bhalekar | manchindra-kamble | kamble | comedies | international-movies | romantic-movies | 1980s | classic | movie | family
s7430,Movie,Me and the Alien,JesÃºs MagaÃ±a VÃ¡zquez,"Ines De Tavira, Juan Pablo Campa, Paco de la Fuente, Juan Ugarte, Carlos AragÃ³n, Gloria Toba, Jessy Bulbo, Tato Alexander, Fabiola Guajardo, Arturo Carmona",Mexico,"February 14, 2017",2016,TV-MA,83 min,"Comedies, Dramas, International Movies","Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent.",jesãºs-magaã±a-vã¡zquez | vã¡zquez | ines-de-tavira | tavira | juan-pablo-campa | campa | paco-de-la-fuente | fuente | juan-ugarte | ugarte | carlos-aragã³n | aragã³n | gloria-toba | toba | comedies | dramas | international-movies | 2010s | modern | movie
s7431,Movie,Mean Dreams,Nathan Morlando,"Bill Paxton, Sophie NÃ©lisse, Josh Wiggins, Colm Feore, Vickie Papavs, Joe Cobden, Ryan Blakely, George Buza",Canada,"July 1, 2019",2016,R,105 min,"Dramas, Independent Movies, Thrillers","Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman.",nathan-morlando | morlando | bill-paxton | paxton | sophie-nã©lisse | nã©lisse | josh-wiggins | wiggins | colm-feore | feore | vickie-papavs | papavs | joe-cobden | cobden | dramas | independent-movies | thrillers | 2010s | modern | movie
s7432,Movie,Mean Streets,Martin Scorsese,"Robert De Niro, Harvey Keitel, David Proval, Amy Robinson, Richard Romanus, Cesare Danova, Victor Argo, George Memmoli",United States,"July 1, 2019",1973,R,112 min,"Classic Movies, Dramas, Independent Movies","In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler.",martin-scorsese | scorsese | robert-de-niro | niro | harvey-keitel | keitel | david-proval | proval | amy-robinson | robinson | richard-romanus | romanus | cesare-danova | danova | classic-movies | dramas | independent-movies | 1970s | classic | movie
